article,is_actually_fake,is_fake,confidence,iteration,source_file,row_index,article_column
"**Цена нефти марки Brent на бирже ICE опустилась ниже 60 долларов за баррель впервые с 9 апреля**

МОСКВА, ТАСС. В ходе сегодняшних торгов на международной бирже ICE стоимость фьючерсов на нефть марки Brent опустилась ниже отметки в 60 долларов за баррель. Это минимальный показатель с 9 апреля текущего года.

По состоянию на 12:13 мск фьючерсы на нефть незначительно замедлили снижение и торговались на уровне 60 долларов за баррель.

Эксперты продолжают следить за динамикой цен на нефть и анализировать факторы, влияющие на колебания рынка.",True,True,75,1,tass_combined_yandex_01_05_12_05.csv,5,yandex_generated_tass_approach
"**Цена нефти марки Brent на бирже ICE опустилась ниже 60 долларов за баррель впервые с 9 апреля**

МОСКВА, ТАСС. В ходе сегодняшних торгов на международной бирже ICE стоимость фьючерсов на нефть марки Brent опустилась ниже отметки в 60 долларов за баррель. Это минимальный показатель с 9 апреля текущего года.

По состоянию на 12:13 мск фьючерсы на нефть незначительно замедлили снижение и торговались на уровне 60 долларов за баррель.

Эксперты продолжают следить за динамикой цен на нефть и анализировать факторы, влияющие на колебания рынка.",True,False,75,2,tass_combined_yandex_01_05_12_05.csv,5,yandex_generated_tass_approach
"**Посол РФ: сумма инвестиций России в Казахстан вдвое больше официальных данных**

Астана, [дата] — Посол России в Казахстане Алексей Бородавкин заявил, что сумма инвестиций из России в Казахстан фактически вдвое превышает официальные данные. Это заявление было сделано в ходе пресс-конференции, посвящённой экономическим отношениям между двумя странами.

По словам посла, официальные данные не учитывают средства, которые поступают в республику через офшорные зоны. Бизнес широко использует этот способ инвестиционной деятельности, что приводит к недооценке реального объёма инвестиций.

«Мы видим, что инвестиции из России в Казахстан значительны, но официальная статистика не всегда отражает полную картину. Многие средства поступают через офшоры, и это необходимо учитывать при анализе экономических отношений между нашими странами», — отметил Алексей Бородавкин.

Это заявление может иметь значительное влияние на восприятие экономических отношений между Россией и Казахстаном. Оно подчёркивает важность учёта всех источников инвестиций при анализе экономического сотрудничества между двумя странами.

Представители казахстанских экономических ведомств пока не прокомментировали заявление посла России. Однако эксперты предполагают, что это заявление может стимулировать более детальный анализ инвестиционных потоков между Россией и Казахстаном, а также способствовать более точному учёту всех источников инвестиций.",True,True,87,1,tass_combined_yandex_01_05_12_05.csv,6,yandex_generated_universal_approach
"**Посол РФ: сумма инвестиций России в Казахстан вдвое больше официальных данных**

Астана, [дата] — Посол России в Казахстане Алексей Бородавкин заявил, что сумма инвестиций из России в Казахстан фактически вдвое превышает официальные данные. Это заявление было сделано в ходе пресс-конференции, посвящённой экономическим отношениям между двумя странами.

По словам посла, официальные данные не учитывают средства, которые поступают в республику через офшорные зоны. Бизнес широко использует этот способ инвестиционной деятельности, что приводит к недооценке реального объёма инвестиций.

«Мы видим, что инвестиции из России в Казахстан значительны, но официальная статистика не всегда отражает полную картину. Многие средства поступают через офшоры, и это необходимо учитывать при анализе экономических отношений между нашими странами», — отметил Алексей Бородавкин.

Это заявление может иметь значительное влияние на восприятие экономических отношений между Россией и Казахстаном. Оно подчёркивает важность учёта всех источников инвестиций при анализе экономического сотрудничества между двумя странами.

Представители казахстанских экономических ведомств пока не прокомментировали заявление посла России. Однако эксперты предполагают, что это заявление может стимулировать более детальный анализ инвестиционных потоков между Россией и Казахстаном, а также способствовать более точному учёту всех источников инвестиций.",True,True,78,2,tass_combined_yandex_01_05_12_05.csv,6,yandex_generated_universal_approach
"**В РФ дилеры ожидают роста продаж новых легковых авто за апрель на 15–20%**

Согласно прогнозам дилеров, в апреле ожидается рост продаж новых легковых автомобилей в России на 15–20%. Эксперты, опрошенные ТАСС, предполагают, что количество проданных автомобилей может достичь 90–100 тысяч единиц.

Ожидается, что увеличение продаж будет обусловлено различными факторами, включая экономическую ситуацию, спрос на автомобили и меры государственной поддержки автопрома. Однако для подтверждения этих предположений потребуются дополнительные данные и анализ рынка.",True,True,80,1,tass_combined_yandex_01_05_12_05.csv,7,yandex_generated_neutral_approach
"**В РФ дилеры ожидают роста продаж новых легковых авто за апрель на 15–20%**

Согласно прогнозам дилеров, в апреле ожидается рост продаж новых легковых автомобилей в России на 15–20%. Эксперты, опрошенные ТАСС, предполагают, что количество проданных автомобилей может достичь 90–100 тысяч единиц.

Ожидается, что увеличение продаж будет обусловлено различными факторами, включая экономическую ситуацию, спрос на автомобили и меры государственной поддержки автопрома. Однако для подтверждения этих предположений потребуются дополнительные данные и анализ рынка.",True,True,78,2,tass_combined_yandex_01_05_12_05.csv,7,yandex_generated_neutral_approach
"УФА, 1 мая. /ТАСС/. Башкирия намерена развивать несырьевой неэнергетический экспорт, а также экспорт услуг в ближайшие годы, чтобы через пять-семь лет продавать свои бренды с высокой добавленной стоимостью. Среди услуг перспективен медицинский туризм, сообщила ТАСС министр внешнеэкономических связей и конгрессной деятельности Башкирии Маргарита Болычева.
""Мы будем делать акцент на несырьевом неэнергетическом экспорте, и на экспорте услуг. То есть это туризм, медицинский туризм, то, что мы научились предлагать и продавать, о наших выдающихся врачах знают, ради них приезжают в Башкортостан. Мы готовы их популяризовать, навыки передавать коллегам, приглашая людей к себе. То же самое касается туризма, прекрасная природа республики готова принять туристов из разных стран"", - сказала Болычева.
Результатом в перспективе пяти-семи лет должен стать рост спроса на башкирские товары с высокой добавленной стоимостью, когда человек знает, что он покупает и за что платит - за качество, продукт, историю, бренд. ""Потому что по сырью мы сегодня не всегда можем контролировать происходящее, и нам, как и всем, надо учиться создавать дорогие бренды"", - добавила собеседница агентства.
Данная работа ведется с Российским экспортным центром и другими федеральными структурами, резюмировала министр.
Пятая юбилейная международная промышленная выставка ""Иннопром. Центральная Азия"" проходит в Ташкенте с 28 по 30 апреля. Цель выставки - содействие промышленной кооперации, продвижение новейших технологий и налаживание деловых контактов между производителями, госструктурами и международными партнерами, а также создание новых точек роста экономики.
ТАСС - генеральный информационный партнер выставки.",False,False,90,1,tass_combined_yandex_01_05_12_05.csv,8,original_content
"УФА, 1 мая. /ТАСС/. Башкирия намерена развивать несырьевой неэнергетический экспорт, а также экспорт услуг в ближайшие годы, чтобы через пять-семь лет продавать свои бренды с высокой добавленной стоимостью. Среди услуг перспективен медицинский туризм, сообщила ТАСС министр внешнеэкономических связей и конгрессной деятельности Башкирии Маргарита Болычева.
""Мы будем делать акцент на несырьевом неэнергетическом экспорте, и на экспорте услуг. То есть это туризм, медицинский туризм, то, что мы научились предлагать и продавать, о наших выдающихся врачах знают, ради них приезжают в Башкортостан. Мы готовы их популяризовать, навыки передавать коллегам, приглашая людей к себе. То же самое касается туризма, прекрасная природа республики готова принять туристов из разных стран"", - сказала Болычева.
Результатом в перспективе пяти-семи лет должен стать рост спроса на башкирские товары с высокой добавленной стоимостью, когда человек знает, что он покупает и за что платит - за качество, продукт, историю, бренд. ""Потому что по сырью мы сегодня не всегда можем контролировать происходящее, и нам, как и всем, надо учиться создавать дорогие бренды"", - добавила собеседница агентства.
Данная работа ведется с Российским экспортным центром и другими федеральными структурами, резюмировала министр.
Пятая юбилейная международная промышленная выставка ""Иннопром. Центральная Азия"" проходит в Ташкенте с 28 по 30 апреля. Цель выставки - содействие промышленной кооперации, продвижение новейших технологий и налаживание деловых контактов между производителями, госструктурами и международными партнерами, а также создание новых точек роста экономики.
ТАСС - генеральный информационный партнер выставки.",False,False,92,2,tass_combined_yandex_01_05_12_05.csv,8,original_content
"**FT: ЕС может ограничить сроки соглашения с Лондоном в области продовольствия**

Брюссель, Европа — По информации, опубликованной в газете Financial Times, Европейский Союз рассматривает возможность установления временных ограничений на соглашение с Великобританией в сфере продовольственной безопасности. Этот шаг может значительно усилить давление на британское правительство, которое активно стремится к отмене проверок и бюрократических процедур при поставках сельскохозяйственной продукции через Ла-Манш.

Согласно источникам издания, переговоры между ЕС и Великобританией по вопросам торговли сельхозпродукцией продолжаются, однако стороны не могут прийти к компромиссу. Великобритания настаивает на упрощении процедур, чтобы ускорить процесс поставок и снизить издержки для фермеров. В то же время ЕС выражает обеспокоенность по поводу соблюдения стандартов безопасности и качества продукции.

Введение временных ограничений на соглашение может стать серьёзным испытанием для британских фермеров и экспортёров, которые уже столкнулись с рядом трудностей после Brexit. Это также может повлиять на цены на продукты питания в Великобритании и вызвать дополнительные напряжённости в отношениях между Лондоном и Брюсселем.

Представители британского правительства пока не прокомментировали информацию, опубликованную в Financial Times. Однако эксперты предполагают, что этот вопрос станет одной из главных тем обсуждения на предстоящих переговорах между ЕС и Великобританией.

Ситуация вокруг соглашения по продовольствию является лишь одним из аспектов сложных отношений между Великобританией и Европейским Союзом после Brexit. Стороны продолжают переговоры по различным вопросам, включая торговлю, миграцию и безопасность.",True,True,75,1,tass_combined_yandex_01_05_12_05.csv,9,yandex_generated_universal_approach
"**FT: ЕС может ограничить сроки соглашения с Лондоном в области продовольствия**

Брюссель, Европа — По информации, опубликованной в газете Financial Times, Европейский Союз рассматривает возможность установления временных ограничений на соглашение с Великобританией в сфере продовольственной безопасности. Этот шаг может значительно усилить давление на британское правительство, которое активно стремится к отмене проверок и бюрократических процедур при поставках сельскохозяйственной продукции через Ла-Манш.

Согласно источникам издания, переговоры между ЕС и Великобританией по вопросам торговли сельхозпродукцией продолжаются, однако стороны не могут прийти к компромиссу. Великобритания настаивает на упрощении процедур, чтобы ускорить процесс поставок и снизить издержки для фермеров. В то же время ЕС выражает обеспокоенность по поводу соблюдения стандартов безопасности и качества продукции.

Введение временных ограничений на соглашение может стать серьёзным испытанием для британских фермеров и экспортёров, которые уже столкнулись с рядом трудностей после Brexit. Это также может повлиять на цены на продукты питания в Великобритании и вызвать дополнительные напряжённости в отношениях между Лондоном и Брюсселем.

Представители британского правительства пока не прокомментировали информацию, опубликованную в Financial Times. Однако эксперты предполагают, что этот вопрос станет одной из главных тем обсуждения на предстоящих переговорах между ЕС и Великобританией.

Ситуация вокруг соглашения по продовольствию является лишь одним из аспектов сложных отношений между Великобританией и Европейским Союзом после Brexit. Стороны продолжают переговоры по различным вопросам, включая торговлю, миграцию и безопасность.",True,True,80,2,tass_combined_yandex_01_05_12_05.csv,9,yandex_generated_universal_approach
"**В апреле в России вырос спрос на услуги нянь**

МОСКВА, ТАСС. Согласно данным, опубликованным платформой «Авито Услуги», в апреле текущего года спрос на услуги нянь в России увеличился на 8% по сравнению с аналогичным периодом прошлого года.

В ходе исследования было выявлено, что при выборе няни для своих детей родители в первую очередь обращают внимание на опыт работы кандидата с детьми и его человеческие качества. Формальные квалификации, такие как наличие педагогического образования, отходят на второй план.

Представители платформы «Авито Услуги» отмечают, что рост спроса на услуги нянь может быть связан с увеличением числа работающих родителей, которые нуждаются в помощи с воспитанием и присмотром за детьми.

Данное исследование подчёркивает важность опыта и личных качеств при выборе специалиста по уходу за детьми, что может оказать влияние на рынок услуг нянь и требования к кандидатам в будущем.",True,True,75,1,tass_combined_yandex_01_05_12_05.csv,10,yandex_generated_tass_approach
"**В апреле в России вырос спрос на услуги нянь**

МОСКВА, ТАСС. Согласно данным, опубликованным платформой «Авито Услуги», в апреле текущего года спрос на услуги нянь в России увеличился на 8% по сравнению с аналогичным периодом прошлого года.

В ходе исследования было выявлено, что при выборе няни для своих детей родители в первую очередь обращают внимание на опыт работы кандидата с детьми и его человеческие качества. Формальные квалификации, такие как наличие педагогического образования, отходят на второй план.

Представители платформы «Авито Услуги» отмечают, что рост спроса на услуги нянь может быть связан с увеличением числа работающих родителей, которые нуждаются в помощи с воспитанием и присмотром за детьми.

Данное исследование подчёркивает важность опыта и личных качеств при выборе специалиста по уходу за детьми, что может оказать влияние на рынок услуг нянь и требования к кандидатам в будущем.",True,True,78,2,tass_combined_yandex_01_05_12_05.csv,10,yandex_generated_tass_approach
"**В Госдуме прокомментировали информацию о необходимости регистрации теплиц на дачных участках**

Москва, ТАСС. Председатель союза дачников Подмосковья Никита Чаплин опроверг сообщения о необходимости регистрации теплиц на дачных участках.

По словам Никиты Чаплина, распространяемая информация не имеет оснований, поскольку теплицы не подпадают под действие соответствующих мер из-за отсутствия у них фундамента.

Союз дачников Подмосковья призывает граждан ориентироваться на официальные заявления и не поддаваться на возможные спекуляции вокруг вопросов, касающихся дачного хозяйства.",True,True,80,1,tass_combined_yandex_01_05_12_05.csv,11,yandex_generated_tass_approach
"**В Госдуме прокомментировали информацию о необходимости регистрации теплиц на дачных участках**

Москва, ТАСС. Председатель союза дачников Подмосковья Никита Чаплин опроверг сообщения о необходимости регистрации теплиц на дачных участках.

По словам Никиты Чаплина, распространяемая информация не имеет оснований, поскольку теплицы не подпадают под действие соответствующих мер из-за отсутствия у них фундамента.

Союз дачников Подмосковья призывает граждан ориентироваться на официальные заявления и не поддаваться на возможные спекуляции вокруг вопросов, касающихся дачного хозяйства.",True,True,75,2,tass_combined_yandex_01_05_12_05.csv,11,yandex_generated_tass_approach
"МОСКВА, 1 мая. /ТАСС/. Свыше 1,6 тыс. заявок подали на первый конкурс экологических и природоохранных проектов. Об этом сообщает пресс-служба Президентского фонда природы.
""1 653 заявки подано на первый конкурс Президентского фонда природы. 30 апреля завершился прием инициатив на первый конкурс экологических и природоохранных проектов. Среди участников конкурса: 125 (8%) учреждений, управляющих особо охраняемыми природными территориями; 751 (45%) некоммерческая организация; 394 (24%) физических лица; 362 (22%) команды физлиц; 21 (1%) консорциум организаций"", - говорится в сообщении.
Заявки поступили из всех 89 регионов. Самым популярным в конкурсе стало направление ""информационные и просветительские проекты в области защиты диких животных, уникальных и реликтовых экосистем, а также занесенных в красные книги видов растений"" - 567 инициатив (34%).
Итоги первого этапа будут подведены в июне. Финалисты смогут доработать свои идеи до полноценных проектов с помощью онлайн-акселератора Президентского фонда природы. После этого проекты будут оцениваться экспертами и получат рейтинг в баллах. Победителей конкурса объявят в августе. Поддержанные инициативы смогут стартовать с 1 сентября.
Объем грантового фонда конкурса - 1 млрд рублей.
Президентский фонд экологических и природоохранных проектов был зарегистрирован 3 марта 2025 года, во Всемирный день дикой природы. Указ о создании организации глава государства подписал 7 февраля. Организовать работу новой структуры президент РФ Владимир Путин поручил Фонду президентских грантов. Основная цель фонда - обеспечивать всестороннюю поддержку экологических и природоохранных проектов, в том числе за счет проведения конкурсов и предоставления по их результатам грантов президента РФ на реализацию проектов.
Фонд будет заниматься разработкой и реализацией собственных программ в области охраны окружающей среды и защиты животных, экологических и природоохранных проектов. К этой работе также будут привлечены активные граждане, некоммерческие неправительственные организации и учреждения, осуществляющие управление особо охраняемыми природными территориями.",False,False,80,1,tass_combined_yandex_01_05_12_05.csv,12,original_content
"МОСКВА, 1 мая. /ТАСС/. Свыше 1,6 тыс. заявок подали на первый конкурс экологических и природоохранных проектов. Об этом сообщает пресс-служба Президентского фонда природы.
""1 653 заявки подано на первый конкурс Президентского фонда природы. 30 апреля завершился прием инициатив на первый конкурс экологических и природоохранных проектов. Среди участников конкурса: 125 (8%) учреждений, управляющих особо охраняемыми природными территориями; 751 (45%) некоммерческая организация; 394 (24%) физических лица; 362 (22%) команды физлиц; 21 (1%) консорциум организаций"", - говорится в сообщении.
Заявки поступили из всех 89 регионов. Самым популярным в конкурсе стало направление ""информационные и просветительские проекты в области защиты диких животных, уникальных и реликтовых экосистем, а также занесенных в красные книги видов растений"" - 567 инициатив (34%).
Итоги первого этапа будут подведены в июне. Финалисты смогут доработать свои идеи до полноценных проектов с помощью онлайн-акселератора Президентского фонда природы. После этого проекты будут оцениваться экспертами и получат рейтинг в баллах. Победителей конкурса объявят в августе. Поддержанные инициативы смогут стартовать с 1 сентября.
Объем грантового фонда конкурса - 1 млрд рублей.
Президентский фонд экологических и природоохранных проектов был зарегистрирован 3 марта 2025 года, во Всемирный день дикой природы. Указ о создании организации глава государства подписал 7 февраля. Организовать работу новой структуры президент РФ Владимир Путин поручил Фонду президентских грантов. Основная цель фонда - обеспечивать всестороннюю поддержку экологических и природоохранных проектов, в том числе за счет проведения конкурсов и предоставления по их результатам грантов президента РФ на реализацию проектов.
Фонд будет заниматься разработкой и реализацией собственных программ в области охраны окружающей среды и защиты животных, экологических и природоохранных проектов. К этой работе также будут привлечены активные граждане, некоммерческие неправительственные организации и учреждения, осуществляющие управление особо охраняемыми природными территориями.",False,False,85,2,tass_combined_yandex_01_05_12_05.csv,12,original_content
