url,headline,lead,date,content,tags,metadata,category
https://tass.ru/ekonomika/23834769,"Группа ""Аэрофлот"" с июня запустит два регулярных рейса между Красноярском и Анадырем","Полеты будут проходить на самолетах Boeing 737 с частотой два раза в неделю, сообщили в пресс-службе авиаперевозчика","1 мая, 11:38","МОСКВА, 1 мая. /ТАСС/. Авиакомпания ""Россия"", входящая в группу ""Аэрофлот"", с 2 июня 2025 года будет выполнять два прямых регулярных рейса в неделю между Красноярском и Анадырем. Об этом сообщила пресс-служба ""Аэрофлота"".
""Авиакомпания ""Россия"" с 2 июня будет выполнять новые прямые регулярные рейсы между Красноярском и Анадырем. Полеты будут проходить на самолетах Boeing 737 с частотой два раза в неделю. Вылет из Красноярска - по понедельникам и средам, обратный рейс с Чукотки - по вторникам и четвергам"", - говорится в сообщении.
Как проинформировали в пресс-службе, регулярные прямые рейсы между Красноярском и Чукоткой положительно скажутся на транспортной доступности дальневосточного региона.
""На данный момент пассажирам доступно более чем 30 направлений группы ""Аэрофлот"" из сибирского хаба по России и за рубеж. В частности, в текущем расписании авиаперевозчик выполняет три рейса в неделю между Анадырем и Москвой. За счет новых рейсов из Анадыря в Сибирь пассажиры смогут путешествовать в столицу с пересадкой в Красноярске в те дни, когда нет прямых рейсов в Москву"", - пояснили в сообщении.","Россия, Красноярский край","{'@context': 'https://schema.org', '@type': 'NewsArticle', 'mainEntityOfPage': {'@type': 'WebPage', '@id': '/ekonomika/23834769'}, 'headline': 'Группа ""Аэрофлот"" с июня запустит два регулярных рейса между Красноярском и Анадырем', 'image': [], 'datePublished': '2025-05-01T12:38:56+03:00', 'dateModified': '2025-05-01T12:39:46+03:00', 'author': {'@type': 'Organization', 'name': 'ТАСС', 'logo': {'@type': 'ImageObject', 'url': 'https://tass.ru/newtass/img/blocks/common/tass-logo.jpg', 'width': 60, 'height': 60}}, 'publisher': {'@type': 'Organization', 'name': 'ТАСС', 'logo': {'@type': 'ImageObject', 'url': 'https://tass.ru/newtass/img/blocks/common/tass-logo.jpg', 'width': 60, 'height': 60}}, 'description': 'Полеты будут проходить на самолетах Boeing 737 с частотой два раза в неделю, сообщили в пресс-службе авиаперевозчика'}",ekonomika
https://tass.ru/ekonomika/23834647,Цена Brent на ICE опустилась ниже $60 за баррель впервые с 9 апреля,К 12:13 мск фьючерс незначительно замедлил снижение и торговался на уровне $60,"1 мая, 10:54,","МОСКВА, 1 мая. /ТАСС/. Стоимость фьючерса на нефть марки Brent с поставкой в июле 2025 года на лондонской бирже ICE опустилась ниже $60 за баррель впервые с 9 апреля 2025 года, свидетельствуют данные торгов.
По данным биржи на 11:52 мск, цена Brent снижалась на 1,82% - до $59,93 за баррель.
К 12:13 мск фьючерс на Brent незначительно замедлил снижение и торговался на уровне $60 (-1,7%), а фьючерс на нефть марки WTI с поставкой в июне 2025 года снижался на 1,64% - до $57,1 за баррель.","Великобритания, Мировые цены на нефть","{'@context': 'https://schema.org', '@type': 'NewsArticle', 'mainEntityOfPage': {'@type': 'WebPage', '@id': '/ekonomika/23834647'}, 'headline': 'Цена Brent на ICE опустилась ниже $60 за баррель впервые с 9 апреля', 'image': [], 'datePublished': '2025-05-01T11:54:28+03:00', 'dateModified': '2025-05-01T12:21:15+03:00', 'author': {'@type': 'Organization', 'name': 'ТАСС', 'logo': {'@type': 'ImageObject', 'url': 'https://tass.ru/newtass/img/blocks/common/tass-logo.jpg', 'width': 60, 'height': 60}}, 'publisher': {'@type': 'Organization', 'name': 'ТАСС', 'logo': {'@type': 'ImageObject', 'url': 'https://tass.ru/newtass/img/blocks/common/tass-logo.jpg', 'width': 60, 'height': 60}}, 'description': 'К 12:13 мск фьючерс незначительно замедлил снижение и торговался на уровне $60'}",ekonomika
https://tass.ru/ekonomika/23834759,Соглашение с США об ископаемых будет стоять над законами Украине,"Кроме того, правительство Украины соглашается с тем, что оно не может ссылаться на положения своего внутреннего законодательства как на оправдание любого невыполнения своих обязательств","1 мая, 11:14","МОСКВА, 1 мая. /ТАСС/. Соглашение Киева и Вашингтона о полезных ископаемых будет иметь преимущественную силу в случае несоответствия законам Украины. Это следует из текста проекта соглашения, опубликованного депутатом Верховной рады Ярославом Железняком в Telegram-канале.
""Учитывая, что экономическая деятельность, связанная с партнерством, будет осуществляться на Украине, правительство Украины обеспечивает, чтобы <...> в случае какого-либо несоответствия между законодательством Украины и настоящим соглашением, это соглашение имело преимущественную силу в отношении такого несоответствия"", - говорится в тексте. ""Кроме того, правительство Украины соглашается с тем, что оно не может ссылаться на положения своего внутреннего законодательства как на оправдание любого невыполнения своих обязательств по настоящему соглашению"", - сказано в документе.
Ранее первый вице-премьер, министр экономики Украины Юлия Свириденко сообщила, что, согласно соглашению, в создаваемый двусторонний инвестиционный фонд Киев будет вносить 50% всех доходов от новой ренты и новых лицензий на добычу полезных ископаемых на новых участках. США и Украина будут иметь равные голоса в управлении фондом. Сделка не предусматривает прямых долговых обязательств Украины перед США. На протяжении первых 10 лет работы фонд не выплачивает дивиденды, все его доходы реинвестируются на Украине. Инвестиции будут направляться в разработку и переработку полезных ископаемых, а также на развитие инфраструктуры.","Украина, США","{'@context': 'https://schema.org', '@type': 'NewsArticle', 'mainEntityOfPage': {'@type': 'WebPage', '@id': '/ekonomika/23834759'}, 'headline': 'Соглашение с США об ископаемых будет стоять над законами Украине', 'image': ['tass_media/2025/05/01/k/1746091853514319_kG8ZYKQw.jpg'], 'datePublished': '2025-05-01T12:14:32+03:00', 'dateModified': '2025-05-01T12:17:49+03:00', 'author': {'@type': 'Organization', 'name': 'ТАСС', 'logo': {'@type': 'ImageObject', 'url': 'https://tass.ru/newtass/img/blocks/common/tass-logo.jpg', 'width': 60, 'height': 60}}, 'publisher': {'@type': 'Organization', 'name': 'ТАСС', 'logo': {'@type': 'ImageObject', 'url': 'https://tass.ru/newtass/img/blocks/common/tass-logo.jpg', 'width': 60, 'height': 60}}, 'description': 'Кроме того, правительство Украины соглашается с тем, что оно не может ссылаться на положения своего внутреннего законодательства как на оправдание любого невыполнения своих обязательств'}",ekonomika
https://tass.ru/ekonomika/23834639,Bloomberg: состояние богатейших россиян с начала года выросло почти на $15 млрд,"По данным Bloomberg Billionaires Index, в частности, акционер крупнейшего производителя железной руды в России ""Металлоинвест"" Алишер Усманов заработал $3,64 млрд","1 мая, 10:55","МОСКВА, 1 мая. /ТАСС/. Состояние богатейших бизнесменов России увеличилось с начала года на $14,975 млрд, следует из опубликованного агентством Bloomberg ""Индекса миллиардеров"" (Bloomberg Billionaires Index), который, в частности, рассчитывается на основе стоимости акций компаний.
По данным Bloomberg Billionaires Index, с начала года акционер крупнейшего производителя железной руды в России ""Металлоинвест"" Алишер Усманов заработал $3,64 млрд, его состояние составило $16,9 млрд, а состояние сооснователя компаний ""Еврохим"" и СУЭК Андрея Мельниченко возросло на $2,52 млрд, до $22,7 млрд.
Наибольшие убытки понес председатель совета директоров НЛМК Владимир Лисин - его состояние уменьшилось на $2,3 млрд, до $23,5 млрд.
Агентство с марта 2012 года публикует Bloomberg Billionaires Index, в который включены сведения о состоянии 500 богатейших людей планеты.","Россия, Усманов, Алишер Бурханович","{'@context': 'https://schema.org', '@type': 'NewsArticle', 'mainEntityOfPage': {'@type': 'WebPage', '@id': '/ekonomika/23834639'}, 'headline': 'Bloomberg: состояние богатейших россиян с начала года выросло почти на $15 млрд', 'image': [], 'datePublished': '2025-05-01T11:55:55+03:00', 'dateModified': '2025-05-01T11:57:19+03:00', 'author': {'@type': 'Organization', 'name': 'ТАСС', 'logo': {'@type': 'ImageObject', 'url': 'https://tass.ru/newtass/img/blocks/common/tass-logo.jpg', 'width': 60, 'height': 60}}, 'publisher': {'@type': 'Organization', 'name': 'ТАСС', 'logo': {'@type': 'ImageObject', 'url': 'https://tass.ru/newtass/img/blocks/common/tass-logo.jpg', 'width': 60, 'height': 60}}, 'description': 'По данным Bloomberg Billionaires Index, в частности, акционер крупнейшего производителя железной руды в России ""Металлоинвест"" Алишер Усманов заработал $3,64 млрд'}",ekonomika
https://tass.ru/ekonomika/23834505,Посол РФ: сумма инвестиций России в Казахстан вдвое больше официальных данных,"Это связано с тем, что эти данные не учитывают те средства, которые пришли в республику через офшоры, а бизнес широко использует именно этот способ инвестиционной деятельности, отметил Алексей Бородавкин","1 мая, 10:31","АСТАНА, 1 мая. /ТАСС/. Сумма всех инвестиций из России в Казахстан вдвое превышает официальные данные, где не учитываются средства, полученные через офшоры. Об этом заявил ТАСС посол РФ в Казахстане Алексей Бородавкин.
Дипломат отметил, что инвестиционное сотрудничество между Россией и Казахстаном успешно развивается. В 2024 году Россия вышла на первое место по объему иностранных инвестиций в Казахстан - было вложено более $4 млрд.
""По официальным данным, российские капиталовложения в экономику республики составляют около $27 млрд - имеются в виду накопленные инвестиции. Однако эти цифры не учитывают те средства, которые пришли из России в Казахстан через офшоры, а бизнес широко использует именно этот способ инвестиционной деятельности. Поэтому посольство и торговое представительство России в Казахстане попытались неофициально собрать информацию именно о таких перетоках российского капитала в казахстанскую экономику. По нашим подсчетам, эта цифра вдвое превысила официальные данные и составила $56 млрд"", - сказал посол.
Причем сравнительное преимущество российских капиталовложений состоит в том, что они не фокусируются на добыче нефти, обратил внимание Бородавкин. Инвестиции диверсифицированы - средства вкладываются в добычу полезных ископаемых, металлургию, машиностроение, космос, производство электроэнергии, транспорт, нефте- и газохимию, производство удобрений, сельское хозяйство, IT, ВИЭ, услуги и так далее.
""Пожалуй, нет такой отрасли хозяйства Республики Казахстан, где не работали бы российский капитал и технологии. В свою очередь, казахстанский бизнес охотно заходит в Россию. То есть инвестиционный процесс - улица с двусторонним движением. Причем выгода очевидна для обеих сторон"", - заключил посол.","Казахстан, Россия, Бородавкин, Алексей Николаевич","{'@context': 'https://schema.org', '@type': 'NewsArticle', 'mainEntityOfPage': {'@type': 'WebPage', '@id': '/ekonomika/23834505'}, 'headline': 'Посол РФ: сумма инвестиций России в Казахстан вдвое больше официальных данных', 'image': [], 'datePublished': '2025-05-01T11:31:20+03:00', 'dateModified': '2025-05-01T11:31:20+03:00', 'author': {'@type': 'Organization', 'name': 'ТАСС', 'logo': {'@type': 'ImageObject', 'url': 'https://tass.ru/newtass/img/blocks/common/tass-logo.jpg', 'width': 60, 'height': 60}}, 'publisher': {'@type': 'Organization', 'name': 'ТАСС', 'logo': {'@type': 'ImageObject', 'url': 'https://tass.ru/newtass/img/blocks/common/tass-logo.jpg', 'width': 60, 'height': 60}}, 'description': 'Это связано с тем, что эти данные не учитывают те средства, которые пришли в республику через офшоры, а бизнес широко использует именно этот способ инвестиционной деятельности, отметил Алексей Бородавкин'}",ekonomika
https://tass.ru/ekonomika/23834327,В РФ дилеры ожидают роста продаж новых легковых авто за апрель на 15-20%,"Они могут достичь 90-100 тыс. единиц, считают опрошенные ТАСС эксперты","1 мая, 09:56","МОСКВА, 1 мая. /ТАСС/. Продажи новых легковых автомобилей по итогам апреля 2025 года вероятнее всего вырастут на 15-20% в сравнении с мартом и могут достичь 90-100 тыс. единиц, считают опрошенные ТАСС дилеры.
""Апрель должен закрыться с ростом к марту в интервале 15-20%, продажи новых легковых машин будут на уровне 90-100 тыс. шт., это сезонное оживление спроса"", - прокомментировал заместитель генерального директора по продажам новых автомобилей АГ ""Авилон"" Ренат Тюктеев.
Он подчеркнул, что на ближайшие месяцы автопроизводители и дилеры сходятся во мнении, что второй квартал 2025 года пройдет без значительного роста, а продажи во втором полугодии могут вырасти за счет отложенного спроса и оптимистичных ожиданий снижения ключевой ставки.
""Предварительно в апреле 2025 года было продано порядка 95 тыс. новых автомобилей. Это самый лучший месяц в году. Но нужно отметить, что цифра - крайне низкая для рынка России. В апреле действовали дисконтные программы, и колебания цены зависели от размера этих скидок по большей части"", - отметил директор департамента новых автомобилей компании ""Рольф"" Николай Иванов.
Он также добавил, что дилеры уже получили письма от дистрибьюторов, в которых они довели до сведения, что все меры поддержки на покупку автомобилей пока сохраняются до конца майских праздников. Уже после выхода с длительных каникул будет оцениваться спрос, трафик и приниматься решения о пролонгации программ или их окончании, отметил Иванов.
Генеральный директор ГК ""Автоспеццентр"" Андрей Терлюкевич придерживается аналогичного мнения о том, что итоги апреля будут немного лучше марта (рост на 10-12%). ""Ключевая ставка сохранена, депозиты по-прежнему привлекательны для клиентов - факторы влияния остаются прежними"", - подытожил он.",Россия,"{'@context': 'https://schema.org', '@type': 'NewsArticle', 'mainEntityOfPage': {'@type': 'WebPage', '@id': '/ekonomika/23834327'}, 'headline': 'В РФ дилеры ожидают роста продаж новых легковых авто за апрель на 15-20%', 'image': [], 'datePublished': '2025-05-01T10:56:54+03:00', 'dateModified': '2025-05-01T10:56:54+03:00', 'author': {'@type': 'Organization', 'name': 'ТАСС', 'logo': {'@type': 'ImageObject', 'url': 'https://tass.ru/newtass/img/blocks/common/tass-logo.jpg', 'width': 60, 'height': 60}}, 'publisher': {'@type': 'Organization', 'name': 'ТАСС', 'logo': {'@type': 'ImageObject', 'url': 'https://tass.ru/newtass/img/blocks/common/tass-logo.jpg', 'width': 60, 'height': 60}}, 'description': 'Они могут достичь 90-100 тыс. единиц, считают опрошенные ТАСС эксперты '}",ekonomika
https://tass.ru/ekonomika/23834223,На Украине с 1 мая в бензин начинают добавлять спирт по евростандартам,При этом продажа бензина без спирта будет наказываться штрафом в размере около $510 за 1 тыс. л,"1 мая, 09:55","МОСКВА, 1 мая. /ТАСС/. Украинские АЗС с 1 мая начинают продавать бензин с добавлением не менее 5% биоэтанола (этиловый спирт).
Нововведение основано на обязательствах Киева по внедрению европейских норм в процессе евроинтеграции. При этом продажа бензина без содержания спирта будет наказываться штрафом в размере 21 196 гривен (около $510) за 1 тыс. л.
Однако на Украине опасаются заниматься производством топлива с биоэтанолом, так как процесс добавления спирта в бензин происходит на нефтебазах, которые могут быть атакованы. По этой причине, полагают украинские эксперты, большинство трейдеров будут везти топливо с добавлением биоэтанола из Европы, а не смешивать его на собственных мощностях.
Так, директор украинской консалтинговой группы ""А-95"" Артем Куюн уверен, что 90% смешанного топлива будет поступать из-за границы. ""То есть все максимально будут стараться завозить из-за границы уже смешанный бензин"", - считает он. Эксперт также полагает, что существенного подорожания бензина не произойдет, а в случае падения цен на нефть ""никто ничего не заметит"".
Биоэтанол смешивают с бензином во многих странах. При этом большинство стран Европейского союза уже перешли на бензин с содержанием 10% спирта. Главная причина - экология. Считается, что биоэтанол чище нефтяного топлива и при сгорании выделяет меньше вредных веществ.",Украина,"{'@context': 'https://schema.org', '@type': 'NewsArticle', 'mainEntityOfPage': {'@type': 'WebPage', '@id': '/ekonomika/23834223'}, 'headline': 'На Украине с 1 мая в бензин начинают добавлять спирт по евростандартам', 'image': [], 'datePublished': '2025-05-01T10:55:00+03:00', 'dateModified': '2025-05-01T11:05:20+03:00', 'author': {'@type': 'Organization', 'name': 'ТАСС', 'logo': {'@type': 'ImageObject', 'url': 'https://tass.ru/newtass/img/blocks/common/tass-logo.jpg', 'width': 60, 'height': 60}}, 'publisher': {'@type': 'Organization', 'name': 'ТАСС', 'logo': {'@type': 'ImageObject', 'url': 'https://tass.ru/newtass/img/blocks/common/tass-logo.jpg', 'width': 60, 'height': 60}}, 'description': 'При этом продажа бензина без спирта будет наказываться штрафом в размере около $510 за 1 тыс. л'}",ekonomika
https://tass.ru/ekonomika/23834275,"""Европейская правда"": сделка о недрах США и Украины касается 57 видов ископаемых","По данным издания, документ касается только новых месторождений, лицензии на которые украинская сторона будет выдавать после вступления соглашения в силу","1 мая, 09:17","МОСКВА, 1 мая. /ТАСС/. Соглашение о недрах, подписанное между Киевом и Вашингтоном, касается 57 видов полезных ископаемых. Об этом сообщает украинское издание ""Европейская правда"", журналисты которой ознакомились с текстом документа.
В частности, речь идет о добыче алюминия, сурьмы, мышьяка, барита, бериллия, висмута, церия, цезия, хрома, кобальта, меди, диспрозия, эрбия, европия, фтора, плавикового шпата, гадолиния, галлия, германия, гольмия, индия, иридия, лантана, лития, лютеция, магния, марганца, неодима, никеля, ниобия, палладия, платины, калия, празеодима, родия, рубидия, рутения, самария, скандия, тантала, теллура, тербия, тулия, олова, титана, вольфрама, урана, ванадия, иттербия, иттрия, цинка, циркония, нефти, природного газа, отмечает издание, добавляя, что ""документ касается только новых месторождений, лицензии на которые Украина будет выдавать после вступления соглашения в силу"". Этот список может быть расширен только с согласия сторон.
Согласно документу, у США нет ""права первой руки"" для американских компаний в получении лицензий на добычу минеральных ресурсов, однако американские компании должны иметь доступ к аукционам или переговорам по покупке таких минералов на условиях не хуже других покупателей.
Соглашение не регулирует добычу и доходы от добычи других ископаемых. Также оно не касается доходов от украинской инфраструктуры, как первоначально предлагали США, отмечает издание.
Газета также сообщает другие подробности. В частности, соглашение устанавливает политические параметры сотрудничества двух правительств по разработке недр, продаже ископаемых, а также американской помощи, в том числе военной, которую Украина будет получать в дальнейшем. Однако немало деталей, в том числе имеющих политическое значение, будут прописаны в ""техническом соглашении"", которое ""на данный момент не готово к подписанию"". Соглашение, подписанное в среду, изложено на 12 страницах. Для сравнения издание указывает, что предыдущий проект, который США передавали Украине в марте, написанный таким же шрифтом, занимает более 90 страниц.
В соглашении нет упоминания о принципах управления инвестиционным фондом , а также об обязательствах США не забирать из фонда доходы в течение 10 лет, а реинвестировать 100% средств в восстановление Украины. Эти позиции должны быть прописаны в следующем соглашении, текст которого готовится, подытоживает издание.
Как отметил в своем Telegram-канале депутат Рады Ярослав Железняк, ""вчера подписали первую часть: политическую-межправительственную, там в большинстве общие формулировки"". ""Она будет нуждаться в ратификации. Далее еще две части: договор между Международной корпорацией финансирования развития США и Агентством от Украины (это после ратификации) и техническая часть, как будет это действовать и распределяться. Еще надо будет менять ряд законов, включая отдельно бюджетный и Налоговый кодексы"", - подчеркнул парламентарий.
Ранее первый вице-премьер, министр экономики Украины Юлия Свириденко сообщила, что, согласно соглашению, в создаваемый двусторонний инвестиционный фонд Киев будет вносить 50% всех доходов от новой ренты и новых лицензий на добычу полезных ископаемых на новых участках. США и Украина будут иметь равные голоса в управлении фондом. Сделка не предусматривает прямых долговых обязательств Украины перед США.
Соглашение касается всех полезных ископаемых на территории Украины, в том числе нефти и газа. При этом государственные добывающие и перерабатывающие компании - ""Укрнафта"", ""Энергоатом"" и другие - остаются в собственности Украины. На протяжении первых 10 лет работы фонд не выплачивает дивиденды, все его доходы реинвестируются на Украине. Инвестиции будут направляться в разработку и переработку полезных ископаемых, а также на развитие инфраструктуры.","Украина, США","{'@context': 'https://schema.org', '@type': 'NewsArticle', 'mainEntityOfPage': {'@type': 'WebPage', '@id': '/ekonomika/23834275'}, 'headline': '""Европейская правда"": сделка о недрах США и Украины касается 57 видов ископаемых', 'image': ['tass_media/2025/05/01/L/1746085742116543_LBfiLC_l.jpg'], 'datePublished': '2025-05-01T10:17:04+03:00', 'dateModified': '2025-05-01T10:42:38+03:00', 'author': {'@type': 'Organization', 'name': 'ТАСС', 'logo': {'@type': 'ImageObject', 'url': 'https://tass.ru/newtass/img/blocks/common/tass-logo.jpg', 'width': 60, 'height': 60}}, 'publisher': {'@type': 'Organization', 'name': 'ТАСС', 'logo': {'@type': 'ImageObject', 'url': 'https://tass.ru/newtass/img/blocks/common/tass-logo.jpg', 'width': 60, 'height': 60}}, 'description': 'По данным издания, документ касается только новых месторождений, лицензии на которые украинская сторона будет выдавать после вступления соглашения в силу'}",ekonomika
https://tass.ru/ekonomika/23834257,Башкирия намерена делать упор на несырьевом неэнергетическом экспорте и экспорте услуг,"Среди услуг перспективен медицинский туризм, сообщила министр внешнеэкономических связей и конгрессной деятельности региона Маргарита Болычева","1 мая, 09:06","УФА, 1 мая. /ТАСС/. Башкирия намерена развивать несырьевой неэнергетический экспорт, а также экспорт услуг в ближайшие годы, чтобы через пять-семь лет продавать свои бренды с высокой добавленной стоимостью. Среди услуг перспективен медицинский туризм, сообщила ТАСС министр внешнеэкономических связей и конгрессной деятельности Башкирии Маргарита Болычева.
""Мы будем делать акцент на несырьевом неэнергетическом экспорте, и на экспорте услуг. То есть это туризм, медицинский туризм, то, что мы научились предлагать и продавать, о наших выдающихся врачах знают, ради них приезжают в Башкортостан. Мы готовы их популяризовать, навыки передавать коллегам, приглашая людей к себе. То же самое касается туризма, прекрасная природа республики готова принять туристов из разных стран"", - сказала Болычева.
Результатом в перспективе пяти-семи лет должен стать рост спроса на башкирские товары с высокой добавленной стоимостью, когда человек знает, что он покупает и за что платит - за качество, продукт, историю, бренд. ""Потому что по сырью мы сегодня не всегда можем контролировать происходящее, и нам, как и всем, надо учиться создавать дорогие бренды"", - добавила собеседница агентства.
Данная работа ведется с Российским экспортным центром и другими федеральными структурами, резюмировала министр.
Пятая юбилейная международная промышленная выставка ""Иннопром. Центральная Азия"" проходит в Ташкенте с 28 по 30 апреля. Цель выставки - содействие промышленной кооперации, продвижение новейших технологий и налаживание деловых контактов между производителями, госструктурами и международными партнерами, а также создание новых точек роста экономики.
ТАСС - генеральный информационный партнер выставки.","Россия, Башкортостан","{'@context': 'https://schema.org', '@type': 'NewsArticle', 'mainEntityOfPage': {'@type': 'WebPage', '@id': '/ekonomika/23834257'}, 'headline': 'Башкирия намерена делать упор на несырьевом неэнергетическом экспорте и экспорте услуг', 'image': [], 'datePublished': '2025-05-01T10:06:30+03:00', 'dateModified': '2025-05-01T11:09:57+03:00', 'author': {'@type': 'Organization', 'name': 'ТАСС', 'logo': {'@type': 'ImageObject', 'url': 'https://tass.ru/newtass/img/blocks/common/tass-logo.jpg', 'width': 60, 'height': 60}}, 'publisher': {'@type': 'Organization', 'name': 'ТАСС', 'logo': {'@type': 'ImageObject', 'url': 'https://tass.ru/newtass/img/blocks/common/tass-logo.jpg', 'width': 60, 'height': 60}}, 'description': 'Среди услуг перспективен медицинский туризм, сообщила министр внешнеэкономических связей и конгрессной деятельности региона Маргарита Болычева'}",ekonomika
https://tass.ru/ekonomika/23834189,FT: ЕС может ограничить сроки соглашения с Лондоном в области продовольствия,"По оценкам газеты, такой шаг усиливает давление на правительство Великобритании, которое добивается отмены проверок и бюрократических процедур при поставках сельхозпродукции через Ла-Манш","1 мая, 08:57","ЛОНДОН, 1 мая. /ТАСС/. Европейский союз может установить временные рамки для соглашения об упрощении экспорта продовольствия из Великобритании, если его рыболовецкие суда не получат долгосрочный доступ к британским водам. Об этом сообщила газета Financial Times.
Как пишет издание, такой шаг усиливает давление на правительство Великобритании, которое добивается отмены проверок и бюрократических процедур при поставках сельхозпродукции через Ла-Манш. По его данным, этот вопрос остается ""одним из последних препятствий"" на пути к заключению сделки по перезагрузке отношений Брюсселя и Лондона в преддверии саммита 19 мая.
В ЕС ранее выражали готовность отменить пограничные меры санитарного и фитосанитарного контроля, препятствующие британскому продовольственному экспорту, однако лишь в случае полной гармонизации британского законодательства в сфере сельского хозяйства и продовольствия с европейским.
16 апреля газета The Daily Telegraph сообщила, что Великобритания близка к заключению соглашения с ЕС о продовольственных и ветеринарных стандартах. По данным издания, новое партнерство Лондона и Брюсселя может быть оформлено уже в мае. Однако, как отмечалось в статье, эта договоренность может создать заслоны для доступа на британский рынок некоторых американских товаров, что затруднит заключение соглашения о свободной торговле с США.",Великобритания,"{'@context': 'https://schema.org', '@type': 'NewsArticle', 'mainEntityOfPage': {'@type': 'WebPage', '@id': '/ekonomika/23834189'}, 'headline': 'FT: ЕС может ограничить сроки соглашения с Лондоном в области продовольствия', 'image': [], 'datePublished': '2025-05-01T09:57:19+03:00', 'dateModified': '2025-05-01T09:57:21+03:00', 'author': {'@type': 'Organization', 'name': 'ТАСС', 'logo': {'@type': 'ImageObject', 'url': 'https://tass.ru/newtass/img/blocks/common/tass-logo.jpg', 'width': 60, 'height': 60}}, 'publisher': {'@type': 'Organization', 'name': 'ТАСС', 'logo': {'@type': 'ImageObject', 'url': 'https://tass.ru/newtass/img/blocks/common/tass-logo.jpg', 'width': 60, 'height': 60}}, 'description': 'По оценкам газеты, такой шаг усиливает давление на правительство Великобритании, которое добивается отмены проверок и бюрократических процедур при поставках сельхозпродукции через Ла-Манш'}",ekonomika
https://tass.ru/ekonomika/23834133,Люксембург выделит Украине €10 млн на энергетическую поддержку,"По словам украинского премьер-министра Дениса Шмыгаля, в 2025 году Люксембург планирует выделить €80 млн на военную помощь Киеву","1 мая, 08:49","МОСКВА, 1 мая. /ТАСС/. Люксембург внесет €10 млн в Фонд энергетической поддержки Украины. Соответствующий меморандум подписали вице-премьер-министр, министр иностранных дел и внешней торговли Люксембурга Ксавье Беттель и премьер-министр Украины Денис Шмыгаль.
""Эти средства пойдут на поддержку проектов в энергетическом секторе, в частности на восстановление и усиление энергетической безопасности"", - уточнил Шмыгаль в Telegram-канале.
Также, по его словам, в 2025 году Люксембург планирует выделить €80 млн на военную помощь Украине.","Украина, Люксембург","{'@context': 'https://schema.org', '@type': 'NewsArticle', 'mainEntityOfPage': {'@type': 'WebPage', '@id': '/ekonomika/23834133'}, 'headline': 'Люксембург выделит Украине €10 млн на энергетическую поддержку', 'image': [], 'datePublished': '2025-05-01T09:49:29+03:00', 'dateModified': '2025-05-01T09:49:29+03:00', 'author': {'@type': 'Organization', 'name': 'ТАСС', 'logo': {'@type': 'ImageObject', 'url': 'https://tass.ru/newtass/img/blocks/common/tass-logo.jpg', 'width': 60, 'height': 60}}, 'publisher': {'@type': 'Organization', 'name': 'ТАСС', 'logo': {'@type': 'ImageObject', 'url': 'https://tass.ru/newtass/img/blocks/common/tass-logo.jpg', 'width': 60, 'height': 60}}, 'description': 'По словам украинского премьер-министра Дениса Шмыгаля, в 2025 году Люксембург планирует выделить €80 млн на военную помощь Киеву'}",ekonomika
