headline,teaser,ai_model,approach,file,headline_length,generated_similarity,generated_headline_sim,generated_length,original_length,generated_text,original_text
Башкирия намерена делать упор на несырьевом неэнергетическом экспорте и экспорте услуг,"Среди услуг перспективен медицинский туризм, сообщила министр внешнеэкономических связей и конгрессной деятельности региона Маргарита Болычева",yandex,tass,tass_combined_yandex_01_05_12_05.csv,11,0.17724577939060476,0.22237728943003343,111,225,"**Башкирия делает ставку на несырьевой неэнергетический экспорт и экспорт услуг**

УФА, 1 марта. /ТАСС/. Министр внешнеэкономических связей и конгрессной деятельности Республики Башкортостан Маргарита Болычёва сообщила о планах региона сосредоточиться на развитии несырьевого неэнергетического экспорта и экспорта услуг.

В ходе пресс-конференции Болычёва подчеркнула, что особое внимание будет уделено развитию медицинского туризма как одной из перспективных услуг. «Мы видим большой потенциал в развитии медицинского туризма, который может стать значимым источником дохода для региона», — отметила она.

Министр добавила, что власти республики активно работают над созданием благоприятных условий для развития экспортно ориентированных предприятий и поддержки компаний, занимающихся экспортом услуг.

Развитие несырьевого неэнергетического экспорта и экспорта услуг соответствует государственной повестке и способствует диверсификации экономики региона.","УФА, 1 мая. /ТАСС/. Башкирия намерена развивать несырьевой неэнергетический экспорт, а также экспорт услуг в ближайшие годы, чтобы через пять-семь лет продавать свои бренды с высокой добавленной стоимостью. Среди услуг перспективен медицинский туризм, сообщила ТАСС министр внешнеэкономических связей и конгрессной деятельности Башкирии Маргарита Болычева.
""Мы будем делать акцент на несырьевом неэнергетическом экспорте, и на экспорте услуг. То есть это туризм, медицинский туризм, то, что мы научились предлагать и продавать, о наших выдающихся врачах знают, ради них приезжают в Башкортостан. Мы готовы их популяризовать, навыки передавать коллегам, приглашая людей к себе. То же самое касается туризма, прекрасная природа республики готова принять туристов из разных стран"", - сказала Болычева.
Результатом в перспективе пяти-семи лет должен стать рост спроса на башкирские товары с высокой добавленной стоимостью, когда человек знает, что он покупает и за что платит - за качество, продукт, историю, бренд. ""Потому что по сырью мы сегодня не всегда можем контролировать происходящее, и нам, как и всем, надо учиться создавать дорогие бренды"", - добавила собеседница агентства.
Данная работа ведется с Российским экспортным центром и другими федеральными структурами, резюмировала министр.
Пятая юбилейная международная промышленная выставка ""Иннопром. Центральная Азия"" проходит в Ташкенте с 28 по 30 апреля. Цель выставки - содействие промышленной кооперации, продвижение новейших технологий и налаживание деловых контактов между производителями, госструктурами и международными партнерами, а также создание новых точек роста экономики.
ТАСС - генеральный информационный партнер выставки."
FT: ЕС может ограничить сроки соглашения с Лондоном в области продовольствия,"По оценкам газеты, такой шаг усиливает давление на правительство Великобритании, которое добивается отмены проверок и бюрократических процедур при поставках сельхозпродукции через Ла-Манш",yandex,tass,tass_combined_yandex_01_05_12_05.csv,11,0.20967576310624772,0.32710005750356297,89,176,"**ЕС может ограничить сроки соглашения с Великобританией в области продовольствия**

По информации, опубликованной в газете Financial Times, Европейский союз рассматривает возможность установления временных рамок для соглашения с Великобританией в сфере продовольственной безопасности.

Согласно источнику, такой шаг может усилить давление на правительство Великобритании, которое стремится к отмене проверок и бюрократических процедур при поставках сельскохозяйственной продукции через Ла-Манш.

В контексте текущей ситуации на рынке и международных отношений данное развитие событий может иметь значительные последствия для обеих сторон. ТАСС продолжит следить за развитием ситуации и предоставит актуальные данные по мере их поступления.","ЛОНДОН, 1 мая. /ТАСС/. Европейский союз может установить временные рамки для соглашения об упрощении экспорта продовольствия из Великобритании, если его рыболовецкие суда не получат долгосрочный доступ к британским водам. Об этом сообщила газета Financial Times.
Как пишет издание, такой шаг усиливает давление на правительство Великобритании, которое добивается отмены проверок и бюрократических процедур при поставках сельхозпродукции через Ла-Манш. По его данным, этот вопрос остается ""одним из последних препятствий"" на пути к заключению сделки по перезагрузке отношений Брюсселя и Лондона в преддверии саммита 19 мая.
В ЕС ранее выражали готовность отменить пограничные меры санитарного и фитосанитарного контроля, препятствующие британскому продовольственному экспорту, однако лишь в случае полной гармонизации британского законодательства в сфере сельского хозяйства и продовольствия с европейским.
16 апреля газета The Daily Telegraph сообщила, что Великобритания близка к заключению соглашения с ЕС о продовольственных и ветеринарных стандартах. По данным издания, новое партнерство Лондона и Брюсселя может быть оформлено уже в мае. Однако, как отмечалось в статье, эта договоренность может создать заслоны для доступа на британский рынок некоторых американских товаров, что затруднит заключение соглашения о свободной торговле с США."
"""Авито Услуги"": спрос на услуги нянь в апреле в России вырос на 8%","По результатам исследования, у тех, кто подбирал няню, на первое место вышли не формальные квалификации, а опыт работы с детьми и человеческие качества",yandex,tass,tass_combined_yandex_01_05_12_05.csv,13,0.3869319428715529,0.44612287981949084,134,218,"**В апреле в России вырос спрос на услуги нянь**

МОСКВА, ТАСС. Согласно данным, опубликованным платформой «Авито Услуги», в апреле текущего года спрос на услуги нянь в России увеличился на 8% по сравнению с аналогичным периодом прошлого года.

В ходе исследования было выявлено, что при выборе няни для своих детей родители в первую очередь обращают внимание на опыт работы кандидата с детьми и его человеческие качества. Формальные квалификации, такие как наличие педагогического образования, отходят на второй план.

Представители платформы «Авито Услуги» отмечают, что рост спроса на услуги нянь может быть связан с увеличением числа работающих родителей, которые нуждаются в помощи с воспитанием и присмотром за детьми.

Данное исследование подчёркивает важность опыта и личных качеств при выборе специалиста по уходу за детьми, что может оказать влияние на рынок услуг нянь и требования к кандидатам в будущем.","МОСКВА, 1 мая. /ТАСС/. Услуги профессиональных нянь в России стали более востребованы, спрос в апреле вырос на 8%. Об этом говорится в результатах исследования ""Авито Услуг"" и ""Авито Работы"", имеющегося в распоряжении ТАСС.
""Не у всех семей есть возможность привлечь к помощи представителей старшего поколения или других родственников, а многие родители продолжают работать в привычном режиме, поэтому услуги профессиональных нянь становятся особенно востребованными. Спрос на услуги нянь в апреле в России вырос на 8% по сравнению с аналогичным периодом прошлого года. <…> Специалисты реагируют на рост спроса увеличением предложения - объявлений за год стало больше на 16%"", - говорится в исследовании.
Только 14% респондентов заявили, что нашли ""своего"" специалиста за короткий промежуток времени. При этом 47% нашли няню в течение месяца, а у 39% опрошенных поиск затянулся на месяцы.
У тех, кто подбирал няню, на первое место вышли не формальные квалификации, а опыт работы с детьми (39%) и человеческие качества: умение заботиться (37%), ответственность (35%) и эмоциональная связь с ребенком (25%). Медицинское образование, стоимость услуг и личные впечатления играют менее значимую роль. ""Россияне продолжают полагаться на ""сарафанное радио"": рекомендации и положительные отзывы остаются важным критерием для каждого четвертого (25%)"", - следует из результатов исследования.
Кроме того, в апреле средние предлагаемые зарплаты для нянь в России выросли на 17%. Самый высокий доход - в Москве, Московской области и Татарстане."
В Госдуме опровергли сообщения о необходимости регистрации теплиц на дачах,"Председатель союза дачников Подмосковья Никита Чаплин заявил, что эти меры не касаются теплиц, потому что у них нет фундамента",yandex,tass,tass_combined_yandex_01_05_12_05.csv,10,0.15695749085843186,0.3260759946769393,70,150,"**В Госдуме прокомментировали информацию о необходимости регистрации теплиц на дачных участках**

Москва, ТАСС. Председатель союза дачников Подмосковья Никита Чаплин опроверг сообщения о необходимости регистрации теплиц на дачных участках.

По словам Никиты Чаплина, распространяемая информация не имеет оснований, поскольку теплицы не подпадают под действие соответствующих мер из-за отсутствия у них фундамента.

Союз дачников Подмосковья призывает граждан ориентироваться на официальные заявления и не поддаваться на возможные спекуляции вокруг вопросов, касающихся дачного хозяйства.","МОСКВА, 1 мая. /ТАСС/. Новые поправки, обязывающие владельцев дач регистрировать все капитальные постройки на земельном участке, не касаются теплиц, потому что у них нет фундамента. Об этом ТАСС рассказал депутат Госдумы, председатель союза дачников Подмосковья Никита Чаплин.
1 марта 2025 года вступили в силу поправки, обязывающие владельцев дач регистрировать все капитальные постройки на земельном участке. В соцсетях появились сообщения, что теперь на дачах нельзя ставить теплицы и возводить другие строения, якобы за это предусмотрен штраф, а сами постройки обяжут снести.
""Главное, что нужно понимать: регистрировать необходимо только те постройки, которые действительно являются капитальными. Это значит, что у них есть прочный фундамент, они основательно связаны с землей и имеют все признаки капитального строения"", - сказал Чаплин.
""Если же ваша теплица - это легкая конструкция, которую можно при необходимости перенести, то никаких проблем у вас не возникнет. Поэтому не стоит поддаваться панике и верить всему, что пишут в интернете"", - подчеркнул депутат."
"На первый конкурс Президентского фонда природы подали более 1,6 тыс. заявок","Больше всего заявок поступило на направление ""информационные и просветительские проекты в области защиты диких животных, уникальных и реликтовых экосистем, а также занесенных в красные книги видов растений""",yandex,tass,tass_combined_yandex_01_05_12_05.csv,11,0.3102611717664691,0.4563955816497359,142,271,"**На первый конкурс Президентского фонда природы подали более 1,6 тыс. заявок**

МОСКВА, ТАСС. Первый конкурс Президентского фонда природы собрал более 1,6 тыс. заявок от организаций и индивидуальных предпринимателей, заинтересованных в реализации проектов по сохранению окружающей среды и биоразнообразия.

Согласно информации, предоставленной пресс-службой фонда, наибольшее количество заявок поступило на направление «Информационные и просветительские проекты в области защиты диких животных, уникальных и реликтовых экосистем, а также занесённых в Красные книги видов растений».

Это свидетельствует о высоком интересе к вопросам экологического просвещения и формирования экологической культуры среди населения. Фонд продолжит работу по поддержке проектов, направленных на сохранение природных богатств и повышение осведомлённости об экологических проблемах.

Президентский фонд природы был создан в целях поддержки проектов, направленных на сохранение биологического разнообразия и уникальных природных комплексов, а также на развитие экологического просвещения и образования. Фонд осуществляет свою деятельность в соответствии с государственной политикой в области экологии и природопользования.","МОСКВА, 1 мая. /ТАСС/. Свыше 1,6 тыс. заявок подали на первый конкурс экологических и природоохранных проектов. Об этом сообщает пресс-служба Президентского фонда природы.
""1 653 заявки подано на первый конкурс Президентского фонда природы. 30 апреля завершился прием инициатив на первый конкурс экологических и природоохранных проектов. Среди участников конкурса: 125 (8%) учреждений, управляющих особо охраняемыми природными территориями; 751 (45%) некоммерческая организация; 394 (24%) физических лица; 362 (22%) команды физлиц; 21 (1%) консорциум организаций"", - говорится в сообщении.
Заявки поступили из всех 89 регионов. Самым популярным в конкурсе стало направление ""информационные и просветительские проекты в области защиты диких животных, уникальных и реликтовых экосистем, а также занесенных в красные книги видов растений"" - 567 инициатив (34%).
Итоги первого этапа будут подведены в июне. Финалисты смогут доработать свои идеи до полноценных проектов с помощью онлайн-акселератора Президентского фонда природы. После этого проекты будут оцениваться экспертами и получат рейтинг в баллах. Победителей конкурса объявят в августе. Поддержанные инициативы смогут стартовать с 1 сентября.
Объем грантового фонда конкурса - 1 млрд рублей.
Президентский фонд экологических и природоохранных проектов был зарегистрирован 3 марта 2025 года, во Всемирный день дикой природы. Указ о создании организации глава государства подписал 7 февраля. Организовать работу новой структуры президент РФ Владимир Путин поручил Фонду президентских грантов. Основная цель фонда - обеспечивать всестороннюю поддержку экологических и природоохранных проектов, в том числе за счет проведения конкурсов и предоставления по их результатам грантов президента РФ на реализацию проектов.
Фонд будет заниматься разработкой и реализацией собственных программ в области охраны окружающей среды и защиты животных, экологических и природоохранных проектов. К этой работе также будут привлечены активные граждане, некоммерческие неправительственные организации и учреждения, осуществляющие управление особо охраняемыми природными территориями."
В Москве более 500 человек приняли участие в акции солидарности профсоюзов,"Среди участников, в частности, студенты и ветераны профдвижения, представители работодателей, органов исполнительной и законодательной власти города, сообщили в Московской федерации профсоюзов",yandex,tass,tass_combined_yandex_01_05_12_05.csv,11,0.158487497540853,0.4617923917205742,91,235,"**В Москве прошла акция солидарности профсоюзов**

МОСКВА, 1 марта /ТАСС/. Более 500 человек приняли участие в акции солидарности профсоюзов в Москве. Об этом сообщили в Московской федерации профсоюзов.

Среди участников акции были студенты, ветераны профдвижения, представители работодателей, органов исполнительной и законодательной власти города.

Мероприятие было организовано с целью укрепления взаимодействия между различными группами населения и поддержки профсоюзного движения. Участники акции обсудили актуальные вопросы, связанные с защитой прав трудящихся, повышением уровня жизни и развитием социального партнёрства.

Московская федерация профсоюзов подчеркнула важность подобных мероприятий для укрепления солидарности и сотрудничества между различными общественными группами.","МОСКВА, 1 мая. /ТАСС/. Профсоюзы Москвы и Московской области в четверг отметили Праздник весны и труда масштабной акцией солидарности с жителями Курской области. Более 500 человек приняли участие в отправке гуманитарной колонны в этот регион, сообщили ТАСС в пресс-службе Московской федерации профсоюзов.
""В этом году центральной площадкой для встречи профсоюзных активистов стал туристско-гостиничный комплекс ""Измайлово"". Более 500 членов профсоюзов и почетные гости праздника проводили автоколонну с гуманитарной помощью в Курскую область. Среди участников - студенты и ветераны профдвижения, представители работодателей, органов исполнительной и законодательной власти города, а также трудящиеся столицы: строители, работники образования и здравоохранения, транспорта и связи, промышленности и торговли, спортсмены"", - рассказали в пресс-службе.
Как отметил председатель Московской Федерации профсоюзов Юрий Павлов, которого цитирует пресс-служба, организация объединила усилия всех трудящихся города и области, и направила в Курскую область автоколонну с 80 тоннами гуманитарной помощи. ""Мы передадим жителям строительную и бытовую технику, посылки с продуктами питания длительного срока хранения, предметы личной гигиены и средства бытовой химии, медицинские изделия, одежду и постельные принадлежности, детские товары. Хочу отметить, что в Первомай профсоюзы не просто дали старт акции, а в очередной раз показали, насколько сильно единство нашего движения благодаря общим целям и ценностям, которые заключаются в защите и помощи человеку труда"", - сказал он.
Для гостей акции прошел праздничный концерт, затем собравшиеся профсоюзные активисты выстроились с флагами и транспарантами и под лозунгом ""Доблестный труд - гарантия Победы!"" дали старт движению машин с гуманитарной помощью на Курскую область."
"В Тверской области слесарь первым получил звание ""Герой Труда""",Мужчина представитель трудовой династии и более 50 лет работает на предприятии,yandex,tass,tass_combined_yandex_01_05_12_05.csv,9,0.2157869859470563,0.2582780574267546,147,201,"**В Тверской области слесарю присвоено звание Героя Труда**

ТАСС — В Тверской области представитель трудовой династии, слесарь с более чем 50-летним стажем работы на предприятии, удостоен высокого звания Героя Труда.

Президент Российской Федерации подписал указ о присвоении звания Героя Труда гражданину [Ф. И. О.], который многие годы проявил себя как высококвалифицированный специалист и преданный своему делу работник.

[Ф. И. О.] является представителем трудовой династии и за более чем полвека работы на предприятии зарекомендовал себя как ответственный и высококвалифицированный специалист, чей труд внёс значительный вклад в развитие отрасли и экономики региона.

Это заслуженное признание заслуг [Ф. И. О.] перед государством и обществом, которое отражает важность сохранения и развития трудовых династий в России.

Звание Героя Труда является высшей наградой за особые трудовые заслуги перед государством и народом. Присвоение этого звания подчёркивает значимость труда и профессионализм [Ф. И. О.] в контексте государственной повестки по поддержке и развитию промышленного потенциала страны.","ТВЕРЬ, 1 мая. /ТАСС/. Слесарь-электромонтажник третьего разряда Тверского вагоностроительного завода Вячеслав Зинцов стал первым Героем Труда РФ в Тверской области. Он является представителем трудовой династии и более 50 лет работает на предприятии, сообщила пресс-служба правительства региона.
Президент России Владимир Путин 1 мая подписал указ о присвоении звания ""Герой Труда Российской Федерации"" пятерым россиянам. В списке награжденных был житель Тверской области Вячеслав Зинцов.
""В современной истории вы стали первым жителем Тверской области, удостоенным главой государства этой высшей степени отличия за особые трудовые заслуги перед нашей страной. Являясь представителем трудовой династии вагоностроителей, вы более полувека каждый день работаете с полной отдачей и добиваетесь высоких производственных результатов, вносите вклад в развитие родного предприятия и всего отечественного транспортного машиностроения"", - приводятся слова губернатора Тверской области Игоря Рудени.
По словам губернатора, работа Зинцова закладывает надежную основу для дальнейшего укрепления заводом лидерских позиций и решения сложных государственных задач.
Тверской вагоностроительный завод - первое и единственное место работы Зинцова, он трудится на предприятии более 50 лет. Окончил Тверское училище № 6 им. П.А. Кайкова, Зинцов начал трудовую деятельность столяром-сварщиком, в 2002 году освоил профессию слесаря-электромонтажника. На этой должности Зинцову удалось внедрить технически сложные системы.
В настоящее время рабочий трудится над выпуском электрических жгутов для обеспечения работоспособности электропоезда ""Иволга""."
"Кабмин выделил ЕАО 233,6 млн рублей на реконструкцию моста через реку Хинган",Средства также пойдут на восстановление дорог в регионе,yandex,tass,tass_combined_yandex_01_05_12_05.csv,12,0.29647718113568006,0.5235387263325025,122,106,"**Кабмин выделил ЕАО 233,6 млн рублей на реконструкцию моста через реку Хинган и восстановление дорог**

МОСКВА, 1 марта. /ТАСС/. Правительство Российской Федерации приняло решение о выделении Еврейской автономной области (ЕАО) 233,6 млн рублей на реализацию инфраструктурных проектов. Средства будут направлены на реконструкцию моста через реку Хинган и восстановление дорог в регионе.

По сообщению пресс-службы Правительства РФ, решение о выделении финансирования было принято с целью поддержки социально-экономического развития ЕАО и улучшения качества жизни населения.

«Выделение средств на реконструкцию моста и восстановление дорог является важным шагом в рамках реализации государственной программы по развитию транспортной инфраструктуры в регионах», — подчеркнули в пресс-службе.

Ожидается, что реализация проектов по реконструкции моста и восстановлению дорог будет способствовать улучшению транспортной доступности в регионе, а также повышению безопасности дорожного движения.","МОСКВА, 1 мая. /ТАСС/. Правительство РФ выделило 233,6 млн рублей на реконструкцию разрушенного в 2019 году паводком моста через реку Хинган в городе Облучье Еврейской автономной области и на приведение в порядок региональных дорог. Соответствующее распоряжение подписал премьер-министр Михаил Мишустин, сообщается на сайте кабмина.
""Средства Федерального дорожного фонда в размере 68 млн рублей предназначены для заключительного этапа работ по восстановлению моста через Хинган на Ленинской улице в Облучье"", - говорится в сообщении.
Отмечается, что переправа была разрушена стихией в 2019 году. Кроме того, более 165 млн рублей планируется направить на ремонт и обновление автодорог.
Работа по реконструкции идет в рамках нового национального проекта ""Инфраструктура для жизни""."
Уровень воды в районе села Ильинка Тюменской области достиг пика,"Вчера он достиг отметки в 828 см, сообщил губернатор региона Александр Моор",yandex,tass,tass_combined_yandex_01_05_12_05.csv,10,0.28456443150582195,0.5036157674742552,79,225,"**Уровень воды в районе села Ильинка Тюменской области достиг пика**

ТЮМЕНЬ, 10 марта. /ТАСС/. Уровень воды в районе села Ильинка Тюменской области достиг максимальной отметки, сообщил губернатор региона Александр Моор.

По данным на вчерашний день, уровень воды составил 828 см. Глава региона подчеркнул, что специалисты продолжают внимательно следить за ситуацией и предпринимают все необходимые меры для обеспечения безопасности населения.

Губернатор Александр Моор держит ситуацию под личным контролем и взаимодействует с соответствующими службами для оперативного реагирования на возможные изменения обстановки.","ТЮМЕНЬ, 1 мая. /ТАСС/. Уровень воды в районе села Ильинка Тюменской области за сутки вырос на 1 см и остается высоким, однако возможный пик уже достигнут. Об этом сообщил губернатор региона Александр Моор.
""Уровень воды в районе села Ильинка, который вчера достиг отметки в 828 см, остается высоким, однако за сутки река выросла всего на сантиметр. Есть основания полагать, что пик здесь уже достигнут"", - написал Моор в Telegram-канале.
В Казанском районе уровень поднялся на 14 см, достигнув отметки 686 см. У Абатского гидропоста за сутки зафиксировано повышение уровня на 9 см - до 788 см. ""Наиболее интенсивный рост наблюдается у гидропоста ""Ишим - Лариха"". Здесь за прошедшие сутки река прибавила 45 см, достигнув уровня 809 см! По всей видимости, голова паводка сместилась в Ишимский район"", - добавил Моор.
Ранее заместитель полномочного представителя президента РФ в Уральском федеральном округе Александр Калиберда назвал тревожным прогноз по паводку в округе ввиду заполненности водохранилищ рек Тобол, Ишим и Иртыш в Казахстане. Он отметил, что в Тюменской области на 10-15 дней раньше начался ледоход и наблюдается подъем уровня воды в реке Ишим.
В 2024 году от половодья в Тюменской области пострадали около 470 домов. Также наводнением было подтоплено более двухсот участков дорог и 28 мостов. На восстановление после паводка было потрачено более 3 млрд рублей. По словам губернатора Александра Моора, в этом году паводок может превзойти показатели 2024 года."
По ОМС за последние несколько лет стали доступными 300 видов медпомощи,"Министр здравоохранения Михаил Мурашко добавил, что объем оказания пациентам высокотехнологичной помощи достиг более 1,5 млн случаев в год",yandex,tass,tass_combined_yandex_01_05_12_05.csv,11,0.2917361516358821,0.3749840865755161,119,132,"**По ОМС за последние несколько лет стали доступны 300 видов медицинской помощи**

Москва, ТАСС. Министр здравоохранения Российской Федерации Михаил Мурашко сообщил, что за последние годы в рамках программы обязательного медицинского страхования (ОМС) стало доступно более 300 новых видов медицинской помощи. Это значительное расширение перечня услуг направлено на повышение качества и доступности здравоохранения для граждан страны.

«Объём оказания пациентам высокотехнологичной помощи достиг более 1,5 миллиона случаев в год», — подчеркнул министр. Это свидетельствует о значительных успехах в развитии системы здравоохранения и повышении уровня медицинской помощи в стране.

Расширение перечня медицинских услуг в рамках ОМС является частью государственной политики по улучшению здравоохранения. Эти меры направлены на обеспечение более широкого доступа граждан к необходимым медицинским услугам и повышение общего уровня здоровья населения.","МОСКВА, 1 мая. /ТАСС/. Более 300 видов медицинской помощи стали доступными по программе обязательного медицинского страхования (ОМС) за последние несколько лет. Об этом сообщил министр здравоохранения РФ Михаил Мурашко.
""Мы помощь, которую оказывали из средств федерального бюджета, теперь погрузили в финансирование из средств обязательного медицинского страхования. То есть это становится доступным в финансовом плане в том числе для региональных больниц. Мы за последние годы передали из объема финансирования федерального только за счет бюджетных денег в средства ОМС более 300 видов помощи"", - рассказал он в интервью телеканалу ""Россия-24"".
Кроме того, Мурашко добавил, что в РФ объем оказания пациентам высокотехнологичной помощи достиг более 1,5 млн случаев в год. ""Это очень высокие цифры. Это не стало сегодня уже какой-то элитарной медициной, а именно пошло уже распространение в центры городские, республиканские, областные"", - уточнил он."
